BIOCHEMICAL	PATHWAY_SORTORDER	# times identifed in all 200 samples	SUPER_PATHWAY	SUB_PATHWAY	COMP_ID	PLATFORM	RI	MASS	CAS	PUBCHEM	KEGG	"Mean (patients with ""No biochemical genetic diagnosis"")"	"standard deviation (patients with ""No biochemical genetic diagnosis"")"	"minimum value (patients with ""No biochemical genetic diagnosis"")"	"maximum value (patients with ""No biochemical genetic diagnosis"")"	    Group HMDB
beta-hydroxypyruvate	12	153	Amino Acid	"Glycine, Serine and Threonine Metabolism"	15686	GC/MS	1425.1	221	1113-60-6;3369-79-7	964	C00168	-0.204495062	0.553265794	-1.361588053	1.964798764	HMDB01352
N-stearoyltaurine	1298	200	Lipid	Endocannabinoid	39730	LC/MS (-)	5785.9	390.26835	63155-80-6	168274		0.105639954	0.616633189	-2.374311265	3.133949593	
X - 14563		134			36490	LC/MS (-)	5872	345.2831				-1.684032104	2.273460545	-1.36494871	1.200150483	
triethanolamine	3118	162	Xenobiotics	Chemical	22202	GC/MS	1620	262	102-71-6	7618	C06771	-0.124293583	1.6296056	-1.37038773	4.169175483	HMDB32538
gamma-glutamyltryptophan	378	200	Peptide	Gamma-glutamyl Amino Acid	33947	LC/MS (+)	3033	334.13975	66471-20-3	3989307		0.016408392	0.430272673	-2.347421601	2.742709723	
X - 19380		200			42856	LC/MS (-)	2287	412.2044				0.078681101	0.323477136	-2.186858784	2.567654169	
dihomolinoleate (20:2n6)	998	200	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	17805	LC/MS (-)	5722	307.26425	2091-39-6	6439848	C16525	0.098081075	0.833200551	-2.39564721	2.30155295	HMDB05060
X - 11687		200			33031	LC/MS (+)	2182	384.11539				0.057929758	0.564688888	-2.25068834	2.384411686	
X - 12760		130			34370	LC/MS (+)	2001	302.15993				-0.370098466	1.205857466	-1.419516985	2.568536212	
adrenate (22:4n6)	995	200	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32980	LC/MS (-)	5684	331.26425	2091-25-0	5497181	C16527	0.060259934	0.517447513	-1.757937662	2.691972975	HMDB02226
X - 13431		194			35189	LC/MS (+)	4230	302.23236				0.090239632	1.619815604	-2.959436308	1.982363181	
arachidonate (20:4n6)	994	200	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	1110	LC/MS (-)	5525	303.23295	506-32-1	444899	C00219	0.064245109	0.504205822	-2.701937014	2.165557625	HMDB01043
X - 15528		198			37776	LC/MS (+)	2175	170.08099				-0.253618463	0.638667362	-2.595428957	2.166119233	
citrulline	305	200	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2132	LC/MS (+)	715	176.10297	372-75-8	9750	C00327	-0.124009652	0.525890749	-2.53080589	2.629191071	HMDB00904
inosine	2116	172	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	1123	LC/MS (-)	1600	267.07349	58-63-9	6021	C00294	-0.454035709	1.734210454	-1.464808084	2.338190556	HMDB00195
X - 13709		127			35518	LC/MS (+)	1938	302.15975				-0.631398841	1.565952042	-1.476053872	2.049830154	
xylulose	775	154	Carbohydrate	Pentose Metabolism	18344	GC/MS	1668	306.1	551-84-8	5289590	C00310	-0.396856574	0.863088402	-1.483106953	2.111202274	HMDB00654
3-dehydrocarnitine*	1169	189	Lipid	Carnitine Metabolism	32654	LC/MS (+)	1020	160.09682	10457-99-5	6991982	C02636	-0.184065109	1.168695226	-2.564750367	1.850974987	HMDB12154
carnitine	1168	200	Lipid	Carnitine Metabolism	15500	LC/MS (+)	702	162.11247	461-05-2	10917	C00318	0.038931895	0.279607622	-4.000275355	2.47532943	HMDB00062
1-docosapentaenoyl-GPC* (22:5n3)*	1370	200	Lipid	Lysolipid	37231	LC/MS (+)	5584	570.35542				-0.277294474	0.943090021	-2.744957744	2.390504752	
sarcosine (N-Methylglycine)	4	172	Amino Acid	"Glycine, Serine and Threonine Metabolism"	1516	GC/MS	1182.9	116	107-97-1	1088	C00213	-0.173426366	0.929423672	-1.523424617	4.035283744	HMDB00271
X - 12039		176			33390	LC/MS (-)	1617	173.98627				-0.051919821	1.553506892	-1.523962983	3.33249689	
maltotriose	800	162	Carbohydrate	Glycogen Metabolism	15877	GC/MS	2419	204	1109-28-0	439586	C01835	-0.485047336	1.448348737	-1.531407784	2.266392758	HMDB01262
stearate (18:0)	956	200	Lipid	Long Chain Fatty Acid	1358	LC/MS (-)	5886	283.26425	57-11-4	5281	C01530	0.092898909	0.349129161	-2.153537531	2.356561568	HMDB00827
X - 12511		192			34524	LC/MS (-)	3937	200.12881				0.046113119	1.132224698	-1.932513748	3.390598362	
1-linoleoyl-GPC (18:2)	1355	200	Lipid	Lysolipid	34419	LC/MS (+)	5574	520.33977		11988421	C04100	-0.102361271	0.583236231	-2.231562237	2.072615018	
methylpalmitate (15 or 2)	1042	198	Lipid	"Fatty Acid, Branched"	38768	LC/MS (-)	5698	269.2486				0.247437562	1.015242277	-2.938337578	2.015097576	
X - 12824		145			40821	LC/MS (+)	3380.1	245.14916				-0.549346233	1.705957854	-1.572335532	2.30644892	
gamma-glutamylvaline	380	200	Peptide	Gamma-glutamyl Amino Acid	32393	LC/MS (+)	2040	247.12885	2746-34-1	7015683		0.342703119	0.713850304	-2.528134189	2.527982357	HMDB11172
X - 12753		182			34363	LC/MS (+)	1884	220.06377				-0.120268994	0.977399944	-2.147734731	3.199803011	
isoleucylaspartate	509	195	Peptide	Dipeptide	42982	LC/MS (+)	1552	247.12885	510-791-9560			0.066647395	0.772947066	-2.119238295	2.819114049	
X - 10593		199			33066	LC/MS (+)	1256	172.09692				0.088084374	1.011056426	-2.042369805	2.313927838	
X - 17306		136			40104	LC/MS (+)	2202.6	290.15955				-0.326549126	1.489601337	-1.618820938	2.217862559	
myristoylcarnitine	1161	199	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33952	LC/MS (+)	5113	372.31084	18822-89-4	53477791		-0.244607902	1.173054763	-1.907143103	3.080228225	HMDB05066
betaine	6	200	Amino Acid	"Glycine, Serine and Threonine Metabolism"	3141	LC/MS (+)	721	118.08626	107-43-7	247	C00719	0.049243174	0.417375038	-3.119402229	2.583715178	HMDB00043
X - 16036		193			38478	LC/MS (+)	2179	247.12808				0.083241429	0.767768984	-2.452591076	2.991014041	
N-acetylglutamine	39	197	Amino Acid	Glutamate Metabolism	33943	LC/MS (+)	1204	189.08699	2490-97-3	182230	C02716	-0.116205127	0.624815972	-2.028876355	2.482001843	HMDB06029
17-methylstearate	1045	199	Lipid	"Fatty Acid, Branched"	38296	LC/MS (-)	5987	297.2799	2724-59-6	3083779		0.293166686	0.975999047	-1.925753532	2.510612263	
3-methyl-2-oxobutyrate	261	200	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	21047	LC/MS (-)	1489	115.04006	3715-29-5	49	C00141	0.162666574	0.498167826	-2.080528296	2.619829493	HMDB00019
X - 16570		175			40131	LC/MS (+)	4263.5	200.12781				-0.631443644	1.041566098	-1.671537462	2.15254741	
N6-acetyllysine	71	200	Amino Acid	Lysine Metabolism	36752	LC/MS (+)	1134	189.12337	692-04-6	92832	C02727	-0.037303298	0.382582096	-2.177585078	2.374757713	HMDB00206
1-pentadecanoylglycerophosphocholine (15:0)*	1343	200	Lipid	Lysolipid	37418	LC/MS (+)	5563	482.32412				-0.105751984	0.885293884	-2.75848524	2.916300652	
X - 11360		200			32677	LC/MS (+)	1880	245.14949				0.135777228	1.60996162	-3.385882943	2.176705124	
4-hydroxyhippurate	2355	192	Xenobiotics	Benzoate Metabolism	35527	LC/MS (-)	1439	194.04588	2482-25-9	151012		0.159141119	1.649921939	-1.691097202	3.769675831	HMDB13678
dimethylglycine	5	199	Amino Acid	"Glycine, Serine and Threonine Metabolism"	5086	GC/MS	1030	57.9	1118-68-9	673	C01026	0.121806311	0.73269746	-2.393645583	3.853152295	HMDB00092
nonadecanoate (19:0)	964	199	Lipid	Long Chain Fatty Acid	1356	LC/MS (-)	6073	297.2799	646-30-0	12591	C16535	0.22926961	0.58726562	-1.809241491	2.99629894	HMDB00772
1-heptadecanoyl-GPC (17:0)	1348	199	Lipid	Lysolipid	33957	LC/MS (+)	5750	510.35542	50930-23-9	24779463	C04230	-0.097798604	0.899311706	-2.768720011	2.031338625	HMDB12108
X - 12450		200			33892	LC/MS (-)	5397	251.2012				-0.001627231	0.985525642	-2.441737275	2.318489559	
2-aminoadipate	75	194	Amino Acid	Lysine Metabolism	6146	LC/MS (+)	794	162.07609	542-32-5;1118-90-7	469	C00956	0.137779155	0.985912158	-2.09576645	3.286836717	HMDB00510
hexanoylcarnitine (C6)	1154	200	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	32328	LC/MS (+)	3174	260.18564	6920-35-0	6426853		-0.098620265	1.026847935	-2.216157383	2.430860398	HMDB00705
X - 12110		172			33525	LC/MS (+)	1147	286.13965				0.408761317	1.592027035	-1.751706625	3.049680744	
palmitate (16:0)	951	200	Lipid	Long Chain Fatty Acid	1336	LC/MS (-)	5619	255.23295	57-10-3	985	C00249	0.109127223	0.465961135	-1.996489258	2.254186093	HMDB00220
phenylacetylglutamine	105	200	Amino Acid	Phenylalanine and Tyrosine Metabolism	35126	LC/MS (+)	2868	265.11829	28047-15-6	92258	C04148	-0.114593895	1.268677836	-2.379240916	4.171783401	HMDB06344
laurylcarnitine (C12)	1160	200	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	34534	LC/MS (+)	5066	344.27954	25518-54-1	10427569		-0.306155795	1.369901969	-2.366441484	2.15687549	HMDB02250
isoleucylleucine	516	173	Peptide	Dipeptide	36760	LC/MS (+)	2856	245.18597	26462-22-6	11644431		-0.671804248	1.445719319	-1.775765015	1.745272601	
4-ethylphenyl sulfate	2393	171	Xenobiotics	Benzoate Metabolism	36099	LC/MS (-)	3570	201.0227	123-07-9		C13637	-0.045796804	2.387418724	-1.785924065	3.509118059	
X - 19141		196			42548	LC/MS (-)	3641	415.19644				-0.404584538	1.008540457	-2.087664822	3.050026768	
butyrylcarnitine (C4)	1134	200	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	32412	LC/MS (+)	2007	232.15434	25576-40-3	439829	C02862	0.02062747	0.754389183	-2.812456847	2.435303819	HDMB02013
X - 18927		198			42312	LC/MS (+)	2678.8	330.1655				0.075787932	1.249699886	-3.003646525	1.916416886	
2-hydroxybutyrate (AHB)	284	200	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	21044	GC/MS	1169.4	131	3347-90-8	440864	C05984	0.388182204	0.992942596	-2.398291441	3.361422644	HMDB00008
glycylproline	482	200	Peptide	Dipeptide	22171	LC/MS (+)	1115	173.09207	704-15-4	3013625		0.275492306	1.375218191	-2.272506733	2.856825486	HMDB00721
palmitoylcarnitine (C16)	1163	200	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	22189	LC/MS (+)	5179	400.34214	6865-14-1	461	C02990	-0.055361983	0.842259688	-1.982447837	2.548401541	HMDB00222
X - 11470		179			32787	LC/MS (-)	4151	525.26969				-0.368238974	1.066583469	-1.884866894	2.84997325	
serine	9	200	Amino Acid	"Glycine, Serine and Threonine Metabolism"	1648	LC/MS (-)	680	104.03531	56-45-1	5951	C00065	-0.00048352	0.482260059	-1.751614442	5.637455768	HMDB00187
xylitol	779	181	Carbohydrate	Pentose Metabolism	4966	GC/MS	1677.6	307.2	87-99-0	6912	C00379	-0.159838245	0.798172028	-1.938046958	2.426335714	HMDB02917
X - 17564		156			40395	LC/MS (+)	1441	247.1286				-0.548899598	1.035665861	-1.941026116	2.221871433	
margarate (17:0)	954	200	Lipid	Long Chain Fatty Acid	1121	LC/MS (-)	5733	269.2486	506-12-7	10465		0.209400188	0.748060518	-2.459753219	2.282906177	HMDB02259
X - 16581		181			39154	LC/MS (+)	2233.2	304.1754				0.156466013	1.154762099	-3.007428779	1.836891552	
2-stearoyl-GPC* (18:0)*	1351	200	Lipid	Lysolipid	35255	LC/MS (+)	5780	524.37107		10208382		-0.039467886	0.753431166	-2.480703638	2.27132682	
X - 17305		191			40103	LC/MS (+)	2157.1	296.14877				-0.262480391	1.454224893	-1.980638211	3.511325368	
X - 12170		163			33590	LC/MS (+)	2534	181.06078				-0.332576628	1.442700052	-2.002173109	1.723376593	
X - 15486		187			37734	LC/MS (-)	3638	269.15012				-0.248754165	1.227640366	-2.00507459	2.65766494	
X - 20587		200			45188	LC/MS (+)	2223.2	279.13355				0.065758147	1.4141196	-3.018562929	2.262131716	
myristate (14:0)	948	200	Lipid	Long Chain Fatty Acid	1365	LC/MS (-)	5439	227.20165	544-63-8	11005	C06424	-0.041920002	0.758604765	-2.760366796	1.645792084	HMDB00806
valerylcarnitine (C5)	1153	174	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	34406	LC/MS (+)	2584	246.16999		6426903		-0.411995655	1.408190399	-2.065563487	1.890703625	HMDB13128
X - 18887		200			42272	LC/MS (-)	2269.3	328.15149				0.117334118	1.254595185	-2.786993634	2.094022355	
docosahexaenoate (DHA; 22:6n3)	985	200	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	19323	LC/MS (-)	5518	327.23295	6217-54-5	445580	C06429	0.045376889	0.69710622	-3.027645024	2.166819078	HMDB02183
adenine	2139	199	Nucleotide	"Purine Metabolism, Adenine containing"	554	LC/MS (+)	1003	136.06178	73-24-5	190	C00147	-0.206370614	0.63305205	-3.199027872	2.811611435	HMDB00034
X - 15564		187			37813	LC/MS (+)	1053	191.04804				-0.514403435	0.898441317	-2.091997747	2.322382903	
taurine	295	200	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	2125	LC/MS (-)	699	124.00739	107-35-7	1123	C00245	-0.015097486	0.515384165	-2.764627024	2.380504136	HMDB00251
linoleate (18:2n6)	989	200	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	1105	LC/MS (-)	5533	279.23295	60-33-3	5280450	C01595	0.024796628	0.650195406	-2.513850951	1.964459532	HMDB00673
alpha-ketobutyrate	281	177	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	42107	GC/MS	1220	231.1	600-18-0	58	C00109	0.223697795	1.236856339	-2.141837084	2.509690652	HMDB00005
ectoine	3081	184	Xenobiotics	Chemical	35651	LC/MS (+)	832	143.08151	96702-03-3	126041	C06231	0.61662731	1.632557889	-2.146144849	3.011542958	
X - 11787		200			33132	LC/MS (+)	1126	148.0966				-0.016214038	0.675572027	-1.582645198	3.756345867	
octanoylcarnitine (C8)	1155	200	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33936	LC/MS (+)	4100	288.21694	3671-77-0	123701	C02838	-0.003474104	1.111221533	-2.502337235	1.615706034	HMDB00791
X - 11795		199			33140	LC/MS (+)	1457	148.09703				0.195115285	1.502538086	-2.462015989	2.942038963	
glucose	738	200	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	20488	GC/MS	1866.8	217.1	50-99-7	79025	C00031	0.028587513	0.3039836	-4.254714514	2.107881239	HMDB00122
glycerol 2-phosphate	3085	195	Xenobiotics	Chemical	27728	GC/MS	1691.8	243	819-83-0	2526	C02979	-0.050205561	0.588980355	-2.179880696	3.359693435	HMDB02520
X - 12798		184			34481	LC/MS (+)	1860	240.10224				0.675122312	1.369378573	-4.04171801	1.446153689	
X - 12459		197			33904	LC/MS (+)	4408	302.23242				0.02822994	1.096321865	-2.753620261	1.925450414	
1-stearoyl-GPC (18:0)	1350	200	Lipid	Lysolipid	33961	LC/MS (+)	5844	524.37107	19420-57-6	497299		-0.084373132	0.661363725	-2.838448505	1.51600677	
acetoacetate	1171	200	Lipid	Ketone Bodies	33963	GC/MS	1285	231.1	578486	96	C00164	0.184988863	1.568946552	-1.452859737	3.903769485	HMDB00060
decanoylcarnitine (C10)	1157	200	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33941	LC/MS (+)	4700	316.24824	1492-27-9	10245190		-0.09482127	1.18954439	-2.751623756	1.945997123	HMDB00651
2-aminoheptanoate	1107	200	Lipid	"Fatty Acid, Amino"	43761	LC/MS (+)	2524.2	146.11756	1115-90-8	227939		-0.087077925	0.871338039	-2.021698462	3.268808539	
X - 18179		195			41282	LC/MS (+)	1013.9	260.11209				-0.080132511	1.23682567	-2.675599846	2.450554454	
gamma-glutamylisoleucine*	372	200	Peptide	Gamma-glutamyl Amino Acid	34456	LC/MS (+)	2644	261.1445		14253342		0.280315217	0.773548043	-2.532715063	2.474987421	HMDB11170
X - 11338		191			32655	LC/MS (+)	1049	318.12959				0.316754004	1.606231558	-2.456051696	2.143037325	
X - 13396		196			35099	LC/MS (+)	5153	246.15173				-0.139436865	1.256902404	-2.457208612	2.634093965	
proline	304	200	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1898	LC/MS (+)	796	116.07061	147-85-3	145742	C00148	-0.047307452	0.392108701	-2.385048244	2.253454777	HMDB00162
prolylhydroxyproline	324	200	Amino Acid	Urea cycle; Arginine and Proline Metabolism	35127	LC/MS (+)	960	229.11829	18684-24-7	11673055		0.094552105	1.035428299	-2.892055768	1.980505185	HMDB06695
cis-4-decenoyl carnitine	1159	200	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	38178	LC/MS (+)	4404	314.23259	98930-66-6			-0.079780559	1.04481221	-2.708231759	2.156101187	
isovalerate (C5)	223	200	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	34732	LC/MS (-)	1623	101.0608	503-74-2	10430	C08262	-0.015837598	0.47281796	-1.904903544	2.849520249	HMDB00718
5-methylthioadenosine (MTA)	341	188	Amino Acid	Polyamine Metabolism	1419	LC/MS (+)	2427	298.09684	2457-80-9	439176	C00170	-0.149029596	0.738292854	-2.741358458	2.314590191	HMDB01173
X - 18914		176			42299	LC/MS (-)	4542.8	266.8888				0.383208939	0.782573549	-3.893404368	2.367318868	
gamma-glutamylthreonine*	377	200	Peptide	Gamma-glutamyl Amino Acid	33364	LC/MS (+)	977	249.10812	5652-48-2			0.146720472	0.739022745	-3.416985204	2.165668499	
X - 17001		186			39632	LC/MS (+)	1729.5	288.1441				0.003829631	0.875767056	-2.586214827	2.540816344	
N-acetylleucine	218	192	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	1587	LC/MS (+)	3444	174.11247	1188-21-2	70912	C02710	-0.011036079	0.618748093	-2.633152922	2.799579695	HMDB11756
1-arachidonoyl-GPC* (20:4)*	1366	200	Lipid	Lysolipid	33228	LC/MS (+)	5554	544.33977			C05208	-0.06463132	0.590021885	-2.146502529	2.291745254	
2-hydroxyisobutyrate	3057	200	Xenobiotics	Chemical	22030	GC/MS	1107.5	130.9	594-61-6	11671		0.100870832	0.589262913	-2.231187906	3.126268036	HMDB00729
gamma-glutamyl-2-aminobutyrate	381	199	Peptide	Gamma-glutamyl Amino Acid	37092	LC/MS (+)	1589	233.1132				0.468382573	1.054330034	-4.857175638	2.020248433	
X - 12792		200			34475	LC/MS (+)	812	134.02669				-0.361037709	1.057453601	-3.795085656	1.909446778	
threonine	14	200	Amino Acid	"Glycine, Serine and Threonine Metabolism"	1284	LC/MS (+)	713	120.06552	72-19-5	6288	C00188	0.11306811	0.485742662	-2.735629725	3.286105819	HMDB00167
glycine	1	200	Amino Acid	"Glycine, Serine and Threonine Metabolism"	32338	GC/MS	1486.9	218.1	56-40-6	750	C00037	-0.11837714	0.381634003	-2.628121924	2.215990456	HMDB00123
X - 13478		168			35241	LC/MS (+)	990	188.12808				0.521165383	1.125697489	-2.028684346	2.381301507	
1-docosahexaenoyl-GPC* (22:6)*	1373	200	Lipid	Lysolipid	33822	LC/MS (+)	5518	568.33977				-0.017539731	0.773955604	-2.276439168	2.593166765	
stearoylcarnitine (C18)	1164	198	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	34409	LC/MS (+)	5300	428.37344	18822-91-8	6426855		-0.052399284	0.681579325	-1.812830596	3.760382869	HMDB00848
2-linoleoylglycerol (2-monolinolein)	1454	195	Lipid	Monoacylglycerol	32506	LC/MS (-)	5988	279.23295	3443-82-1	5365676		-0.073432213	0.865691242	-2.862770961	2.483043082	HMDB11538
X - 13435		200			35193	LC/MS (+)	4640	314.23309				-0.301593869	1.071633642	-2.875360815	1.703955153	
2-arachidonoyl-GPC* (20:4)*	1367	196	Lipid	Lysolipid	35256	LC/MS (+)	5524	544.33977				-0.04022918	0.645465088	-2.274757947	2.387875361	
valine	258	200	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	1649	LC/MS (+)	1040	118.08626	72-18-4	6287	C00183	0.068984777	0.278970653	-2.526832786	2.282450201	HMDB00883
gamma-glutamylleucine	373	200	Peptide	Gamma-glutamyl Amino Acid	18369	LC/MS (+)	2744	261.1445	2566-39-4	151023		0.077169726	0.647056302	-2.337612936	2.628819562	HMDB11171
urea	302	200	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1670	GC/MS	1223.9	171	57-13-6	1176	C00086	0.070990964	0.694346135	-2.982491324	2.270130447	HMDB00294
dihydroorotate	2188	190	Nucleotide	"Pyrimidine Metabolism, Orotate containing"	601	GC/MS	1730.4	257	155-54-4	648	C00337	-0.038347091	0.536026861	-3.117244064	2.467231362	HMDB03349
2-aminobutyrate	283	200	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	32348	LC/MS (+)	758	104.07061	1492-24-6	439691	C02261	0.221445174	0.598873277	-2.312860882	2.795357515	HMDB00650
allo-isoleucine	247	194	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	47034	GC/MS	1610	274.22357		6950182;99288		0.036032755	0.769537504	-2.817692045	3.511094282	
X - 13481		174			35245	LC/MS (+)	1469	200.12784				0.662797903	0.986015777	-2.40342839	1.892915808	
isoleucine	246	200	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	1125	LC/MS (+)	1614	132.10191	73-32-5	6306	C00407	0.097635113	0.355297678	-2.926765368	2.964600651	HMDB00172
X - 11381		197			32698	LC/MS (+)	1126	186.11276				0.777109963	0.820210045	-3.043165503	2.109189685	
ornithine	303	200	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1493	LC/MS (+)	598	133.09716	3184-13-2	6262	C00077	-0.036039067	0.676238075	-2.010878582	4.11299331	HMDB03374
4-methyl-2-oxopentanoate	220	200	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	22116	LC/MS (-)	2200	129.05571	816-66-0	70	C00233	0.078817541	0.428118814	-2.980111643	2.874850934	HMDB00695
leucine	217	200	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	60	LC/MS (+)	1674	132.10191	61-90-5	6106	C00123	0.110309096	0.362068727	-2.376472376	2.720001408	HMDB00687
3-methyl-2-oxovalerate	249	200	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	15676	LC/MS (-)	2106	129.05571	51829-07-3	47	C00671	0.087311922	0.457259142	-3.392585774	2.075838944	HMDB03736
